
date,trader_id,realized_pnl,unrealized_pnl
1967-12-20,104,-728.9,417.59
1967-12-20,105,-559.71,-3491.66
1968-01-05,101,-480.16,2526.04
1968-01-05,102,682.84,738.82
1968-01-05,103,241.95,662.82
1968-01-05,104,360.98,-1461.0
1968-01-05,105,-429.52,3842.55
1968-08-05,101,546.25,3552.74
1968-08-05,102,184.76,-4054.47
1968-08-05,103,-417.46,4641.51
1968-08-05,104,-657.11,-2920.02
1968-08-05,105,-763.23,1852.73
1969-02-06,101,894.45,225.17
1969-02-06,102,-268.96,-3634.71
1969-02-06,103,233.62,2712.18
1969-02-06,104,971.01,3723.47
1969-02-06,105,-548.99,4352.94
1969-07-29,101,-506.87,-1317.69
1969-07-29,102,93.42,2817.67
1969-07-29,103,8.51,-1718.48
1969-07-29,104,-852.82,2126.86
1969-07-29,105,51.93,-1352.95
1969-08-12,101,574.33,-2717.07
1969-08-12,102,-400.82,-3624.84
1969-08-12,103,-342.8,2398.68
1969-08-12,104,-343.46,4341.54
1969-08-12,105,-180.84,-2741.72
1969-09-16,101,850.22,-2449.19
1969-09-16,102,-546.39,372.42
1969-09-16,103,-536.32,-732.01
1969-09-16,104,-122.25,-1284.82
1969-09-16,105,-76.12,2729.9
1969-09-23,101,-374.53,1675.23
1969-09-23,102,-414.96,833.98
1969-09-23,103,62.66,3690.51
1969-09-23,104,23.89,2107.1
1969-09-23,105,921.67,858.19
1969-11-04,101,-790.0,-4562.32
1969-11-04,102,-0.41,2346.58
1969-11-04,103,-530.03,-759.59
1969-11-04,104,-554.12,4950.89
1969-11-04,105,-875.93,-4206.91
1970-02-09,101,992.35,-1938.75
1970-02-09,102,-959.7,1848.18
1970-02-09,103,747.81,2756.38
1970-02-09,104,358.29,-3483.03
1970-02-09,105,859.77,-3277.37
1970-04-03,101,834.99,-1908.19
1970-04-03,102,56.59,2909.52
1970-04-03,103,104.43,-2270.31
1970-04-03,104,-103.74,676.04
1970-04-03,105,664.76,-1758.28
1970-04-13,101,-53.29,282.76
1970-04-13,102,-65.51,-907.64
1970-04-13,103,-540.78,-436.71
1970-04-13,104,996.76,343.09
1970-04-13,105,956.78,-2179.74
1970-11-02,101,-0.72,1334.66
1970-11-02,102,-92.15,-1037.55
1970-11-02,103,527.12,4007.39
1970-11-02,104,-970.15,4603.39
1970-11-02,105,-73.13,1807.57
1970-12-31,101,658.75,-4922.04
1970-12-31,102,-145.3,2749.37
1970-12-31,103,-79.75,-2739.87
1970-12-31,104,290.83,998.98
1970-12-31,105,934.52,-216.74
1971-03-29,101,69.86,2921.52
1971-03-29,102,-178.9,470.54
1971-03-29,103,375.38,-892.71
1971-03-29,104,-680.09,3939.42
1971-03-29,105,260.07,-2588.58
1971-06-30,101,-658.95,-1663.05
1971-06-30,102,137.36,-2481.47
1971-06-30,103,-276.85,3192.39
1971-06-30,104,-809.47,2126.51
1971-06-30,105,199.85,2008.43
1971-07-27,101,-246.38,-3923.37
1971-07-27,102,-877.55,-613.02
1971-07-27,103,519.62,-4877.37
1971-07-27,104,-215.48,3275.6
1971-07-27,105,267.55,2504.71
1971-08-13,101,-85.99,1268.63
1971-08-13,102,226.38,-145.77
1971-08-13,103,-657.75,-3570.19
1971-08-13,104,966.32,1866.77
1971-08-13,105,836.9,2627.9
1971-10-21,101,337.64,2817.16
1971-10-21,102,-34.12,1772.11
1971-10-21,103,-772.31,-3640.2
1971-10-21,104,717.81,4341.84
1971-10-21,105,650.22,-4552.19
1971-11-15,101,735.19,1387.22
1971-11-15,102,-424.8,-3527.5
1971-11-15,103,-939.89,1268.66
1971-11-15,104,-33.77,401.36
1971-11-15,105,-788.56,-2852.51
1971-11-30,101,10.7,-1082.7
1971-11-30,102,690.37,1070.51
1971-11-30,103,-648.27,-638.49
1971-11-30,104,136.14,2418.31
1971-11-30,105,417.03,3922.9
1972-02-29,101,224.14,-4474.27
1972-02-29,102,969.84,-1953.46
1972-02-29,103,-714.12,4467.33
1972-02-29,104,-598.69,-2042.29
1972-02-29,105,-814.18,-3999.37
1972-12-08,101,-386.64,-4922.77
1972-12-08,102,-397.27,-3990.02
1972-12-08,103,450.7,247.88
1972-12-08,104,-623.09,-1447.71
1972-12-08,105,-457.71,-1253.52
1973-01-15,101,852.32,2088.42
1973-01-15,102,-613.1,4244.7
1973-01-15,103,-680.87,-3525.79
1973-01-15,104,281.98,2141.84
1973-01-15,105,-630.8,-1641.28
1973-08-03,101,-49.98,-1066.57
1973-08-03,102,-833.27,4762.75
1973-08-03,103,493.91,3542.39
1973-08-03,104,-301.81,30.88
1973-08-03,105,166.17,-1151.32
1973-10-24,101,944.74,2637.75
1973-10-24,102,-183.52,2484.0
1973-10-24,103,-561.24,3519.07
1973-10-24,104,991.23,2220.59
1973-10-24,105,-762.0,-4976.46
1973-11-26,101,-454.57,30.83
1973-11-26,102,986.75,-1789.44
1973-11-26,103,861.62,102.91
1973-11-26,104,164.22,3750.91
1973-11-26,105,478.37,-885.07
1974-07-03,101,926.52,1029.76
1974-07-03,102,-783.37,-908.68
1974-07-03,103,-70.2,2933.45
1974-07-03,104,610.12,4012.35
1974-07-03,105,-738.21,-76.21
1975-01-23,101,-986.78,-617.92
1975-01-23,102,506.0,2267.21
1975-01-23,103,751.92,-1471.8
1975-01-23,104,542.64,-3379.68
1975-01-23,105,-386.96,436.84
1975-06-24,101,-615.8,1317.69
1975-06-24,102,436.87,-4923.74
1975-06-24,103,765.05,4068.48
1975-06-24,104,-91.26,-4660.33
1975-06-24,105,869.56,-2027.05
1975-07-29,101,745.21,-3721.88
1975-07-29,102,528.23,2675.8
1975-07-29,103,-128.11,2515.29
1975-07-29,104,289.59,-1218.57
1975-07-29,105,-925.31,2933.3
1975-07-31,101,-247.87,-4730.5
1975-07-31,102,-523.83,2772.8
1975-07-31,103,-241.61,1272.91
1975-07-31,104,215.77,-2405.05
1975-07-31,105,157.31,4161.49
1975-11-12,101,-328.78,-1198.46
1975-11-12,102,22.37,-3448.5
1975-11-12,103,-947.48,4293.49
1975-11-12,104,113.77,-4169.44
1975-11-12,105,-680.37,-4973.6
1976-03-16,101,139.13,-4582.84
1976-03-16,102,-389.57,-2430.19
1976-03-16,103,-8.84,245.18
1976-03-16,104,8.94,-1319.3
1976-03-16,105,-12.85,1734.42
1976-08-02,101,-800.36,4252.0
1976-08-02,102,-219.53,-4596.76
1976-08-02,103,-209.6,-4592.53
1976-08-02,104,-910.58,-3753.81
1976-08-02,105,-548.97,2388.95
1976-08-12,101,-687.71,-720.18
1976-08-12,102,-120.01,-2455.58
1976-08-12,103,-716.58,-1792.41
1976-08-12,104,-147.66,912.89
1976-08-12,105,-701.95,3119.33
1977-01-27,101,95.0,356.63
1977-01-27,102,624.43,1001.34
1977-01-27,103,-922.27,2363.58
1977-01-27,104,-58.27,-3499.4
1977-01-27,105,897.22,3609.36
1977-02-23,101,79.47,-644.51
1977-02-23,102,-54.41,-185.61
1977-02-23,103,-202.51,4631.96
1977-02-23,104,329.53,-345.23
1977-02-23,105,-712.56,-1081.26
1977-04-05,101,93.51,3288.95
1977-04-05,102,-824.34,4987.22
1977-04-05,103,527.81,664.29
1977-04-05,104,0.39,-190.29
1977-04-05,105,-981.74,1650.4
1977-04-11,101,726.82,-783.03
1977-04-11,102,634.18,3203.76
1977-04-11,103,-319.38,-3944.72
1977-04-11,104,86.02,-3808.79
1977-04-11,105,-558.71,1827.04
1977-07-08,101,-420.41,4291.55
1977-07-08,102,601.92,4320.51
1977-07-08,103,-490.48,4256.66
1977-07-08,104,-461.46,1668.97
1977-07-08,105,-583.09,1274.5
1978-10-31,101,-787.36,1794.45
1978-10-31,102,140.46,-318.84
1978-10-31,103,-416.5,2580.8
1978-10-31,104,-288.91,1097.99
1978-10-31,105,-836.49,3797.43
1978-12-06,101,213.61,-767.78
1978-12-06,102,-829.98,-1695.77
1978-12-06,103,-268.74,-3447.28
1978-12-06,104,-457.87,-4177.26
1978-12-06,105,734.14,4287.4
1979-01-22,101,-548.6,1318.04
1979-01-22,102,-151.67,-2308.26
1979-01-22,103,79.22,-2928.21
1979-01-22,104,-227.3,3362.05
1979-01-22,105,-459.89,910.9
1979-02-23,101,243.42,-992.37
1979-02-23,102,796.9,3995.74
1979-02-23,103,-766.8,3479.09
1979-02-23,104,842.26,-4492.54
1979-02-23,105,577.99,507.86
1979-04-30,101,599.31,-4000.48
1979-04-30,102,-512.19,4683.57
1979-04-30,103,999.61,-4803.93
1979-04-30,104,-717.56,-4907.78
1979-04-30,105,583.61,-434.0
1979-08-14,101,-278.28,-1484.68
1979-08-14,102,-285.8,-3260.01
1979-08-14,103,-366.68,2400.22
1979-08-14,104,761.33,-1105.57
1979-08-14,105,-160.8,-1245.21
1979-12-18,101,958.3,3133.41
1979-12-18,102,569.74,-591.82
1979-12-18,103,-515.54,-1924.2
1979-12-18,104,237.58,-3725.09
1979-12-18,105,-265.95,3925.74
1980-03-04,101,976.59,-1326.14
1980-03-04,102,355.03,-2245.71
1980-03-04,103,-904.79,1923.16
1980-03-04,104,778.99,225.82
1980-03-04,105,-650.44,-4507.61
1980-03-07,101,-388.56,2202.55
1980-03-07,102,-534.13,3082.56
1980-03-07,103,967.34,-817.3
1980-03-07,104,-632.57,2449.4
1980-03-07,105,682.39,-4955.96
1980-06-02,101,908.43,-3913.2
1980-06-02,102,-641.91,-4493.11
1980-06-02,103,826.6,-3610.49
1980-06-02,104,330.15,4140.99
1980-06-02,105,-750.56,1640.46
1980-06-12,101,-860.57,-18.56
1980-06-12,102,813.22,4552.21
1980-06-12,103,995.35,-1295.89
1980-06-12,104,-691.61,4050.34
1980-06-12,105,191.31,-2902.35
1980-10-14,101,-57.14,-927.93
1980-10-14,102,849.35,-2816.05
1980-10-14,103,-246.88,-2672.98
1980-10-14,104,-504.42,1228.69
1980-10-14,105,87.37,-477.21
1981-01-09,101,-828.39,16.82
1981-01-09,102,-429.33,-975.66
1981-01-09,103,-158.68,-1361.19
1981-01-09,104,123.16,3412.56
1981-01-09,105,-550.98,4147.94
1981-04-27,101,65.38,-316.52
1981-04-27,102,-465.21,2144.2
1981-04-27,103,539.36,-1242.93
1981-04-27,104,-7.65,-1659.73
1981-04-27,105,586.97,-649.71
1982-05-05,101,619.77,328.19
1982-05-05,102,-794.91,2806.52
1982-05-05,103,492.28,2868.5
1982-05-05,104,955.67,-3208.12
1982-05-05,105,316.44,4476.84
1982-06-03,101,611.93,367.14
1982-06-03,102,-891.13,-4352.61
1982-06-03,103,-435.45,-332.17
1982-06-03,104,18.75,-65.48
1982-06-03,105,640.97,-3071.37
1982-07-30,101,-367.65,344.04
1982-07-30,102,9.2,-4666.78
1982-07-30,103,-727.47,-2447.25
1982-07-30,104,358.27,4156.23
1982-07-30,105,-144.14,-1508.22
1982-08-17,101,-254.33,-1050.65
1982-08-17,102,-874.13,917.15
1982-08-17,103,81.0,2674.58
1982-08-17,104,-939.25,-770.27
1982-08-17,105,145.19,1032.59
1982-11-17,101,584.96,-159.91
1982-11-17,102,-990.65,3982.8
1982-11-17,103,-830.33,2839.6
1982-11-17,104,-36.54,-3231.52
1982-11-17,105,-775.57,-3750.94
1982-11-19,101,-488.33,-2629.11
1982-11-19,102,-550.58,4238.36
1982-11-19,103,-440.38,-2320.05
1982-11-19,104,479.37,-4303.32
1982-11-19,105,203.06,-3994.41
1983-04-04,101,474.41,-1430.83
1983-04-04,102,-227.5,-4866.38
1983-04-04,103,-827.87,-1950.15
1983-04-04,104,-957.51,-4741.67
1983-04-04,105,997.79,-4878.37
1983-06-08,101,-190.18,-3134.97
1983-06-08,102,268.73,-900.39
1983-06-08,103,-562.27,-11.12
1983-06-08,104,735.87,-3026.44
1983-06-08,105,-75.99,-3160.02
1983-09-13,101,358.21,2324.06
1983-09-13,102,-54.28,4196.97
1983-09-13,103,-542.24,1857.08
1983-09-13,104,422.06,-3124.81
1983-09-13,105,-20.73,-3075.01
1983-09-27,101,-208.2,506.64
1983-09-27,102,-103.32,-3244.83
1983-09-27,103,105.32,999.38
1983-09-27,104,378.77,4959.98
1983-09-27,105,-449.27,3527.65
1984-02-06,101,87.71,2263.43
1984-02-06,102,19.02,-4046.56
1984-02-06,103,-899.58,176.25
1984-02-06,104,404.5,3774.2
1984-02-06,105,-641.58,3895.15
1984-03-06,101,-594.62,4203.26
1984-03-06,102,-558.48,4530.97
1984-03-06,103,867.49,1323.61
1984-03-06,104,-143.18,-3648.17
1984-03-06,105,-4.74,-4246.41
1984-03-22,101,554.58,4314.87
1984-03-22,102,936.86,-1217.87
1984-03-22,103,-219.01,564.14
1984-03-22,104,427.98,-1581.86
1984-03-22,105,269.41,625.74
1984-03-23,101,940.63,-2068.68
1984-03-23,102,311.27,4854.31
1984-03-23,103,653.94,1903.51
1984-03-23,104,611.05,2563.55
1984-03-23,105,597.79,2736.46
1984-04-19,101,-483.76,-1285.36
1984-04-19,102,-266.61,-1356.9
1984-04-19,103,70.98,3101.85
1984-04-19,104,-562.37,-1794.23
1984-04-19,105,120.13,4611.9
1984-07-18,101,-614.8,-4980.26
1984-07-18,102,-540.43,-1542.52
1984-07-18,103,431.88,-2486.73
1984-07-18,104,368.86,68.96
1984-07-18,105,-896.81,-987.95
1985-09-09,101,-295.48,4873.43
1985-09-09,102,-823.59,-3602.3
1985-09-09,103,-207.53,-619.86
1985-09-09,104,-936.33,-3492.44
1985-09-09,105,-307.25,2690.6
1986-07-29,101,-362.26,2517.82
1986-07-29,102,-64.88,-3471.18
1986-07-29,103,-547.11,-2766.27
1986-07-29,104,-388.07,-3015.4
1986-07-29,105,248.59,-3449.39
1986-11-20,101,75.18,2640.54
1986-11-20,102,-85.41,4134.62
1986-11-20,103,-0.77,703.95
1986-11-20,104,490.5,3276.93
1986-11-20,105,655.33,1099.58
1987-02-04,101,-774.75,2206.88
1987-02-04,102,151.37,-3303.22
1987-02-04,103,-915.2,-3977.46
1987-02-04,104,-696.99,2801.54
1987-02-04,105,-670.69,-1333.29
1987-02-27,101,-417.71,2518.79
1987-02-27,102,-614.45,2315.45
1987-02-27,103,365.98,-293.98
1987-02-27,104,-642.77,3151.71
1987-02-27,105,-697.64,758.92
1987-04-15,101,443.14,4805.78
1987-04-15,102,-544.27,2527.27
1987-04-15,103,557.25,4326.33
1987-04-15,104,921.61,3672.99
1987-04-15,105,-755.74,4926.16
1987-09-23,101,-531.78,-362.42
1987-09-23,102,-306.63,4359.61
1987-09-23,103,-976.54,-3122.22
1987-09-23,104,565.99,-2726.87
1987-09-23,105,33.99,3654.71
1987-10-23,101,257.22,2034.33
1987-10-23,102,376.41,-2127.89
1987-10-23,103,-675.28,621.76
1987-10-23,104,-936.56,-1535.06
1987-10-23,105,-901.88,-512.15
1988-05-24,101,-505.81,-4159.39
1988-05-24,102,943.8,58.53
1988-05-24,103,255.69,-3853.07
1988-05-24,104,-270.64,1581.22
1988-05-24,105,50.19,4147.26
1988-11-08,101,-253.36,-311.5
1988-11-08,102,888.47,4466.64
1988-11-08,103,-515.39,-182.82
1988-11-08,104,-125.31,2594.35
1988-11-08,105,510.88,2787.78
1989-01-18,101,-292.41,4363.34
1989-01-18,102,130.72,2347.07
1989-01-18,103,882.96,-1056.1
1989-01-18,104,972.41,2947.78
1989-01-18,105,464.56,-4921.24
1989-10-09,101,-223.97,2508.29
1989-10-09,102,511.62,865.37
1989-10-09,103,493.71,-3794.7
1989-10-09,104,668.45,-1210.54
1989-10-09,105,75.68,-4804.88
1990-04-23,101,-564.31,-1593.72
1990-04-23,102,183.68,-1858.97
1990-04-23,103,-593.98,3038.19
1990-04-23,104,-761.11,-4583.62
1990-04-23,105,-590.3,23.67
1990-08-23,101,172.94,-1460.88
1990-08-23,102,972.46,-3009.32
1990-08-23,103,-275.09,773.27
1990-08-23,104,-739.66,4641.13
1990-08-23,105,760.14,-3367.05
1990-08-24,101,-284.39,-4011.56
1990-08-24,102,928.83,1577.68
1990-08-24,103,-451.45,-2379.39
1990-08-24,104,-737.77,-3806.81
1990-08-24,105,-428.24,733.76
1990-09-06,101,924.62,3851.6
1990-09-06,102,-173.41,-4670.58
1990-09-06,103,-65.92,2372.96
1990-09-06,104,783.9,4556.55
1990-09-06,105,-776.72,4625.89
1990-11-28,101,404.95,2381.09
1990-11-28,102,-690.54,-4867.51
1990-11-28,103,477.36,3021.74
1990-11-28,104,-59.7,3935.27
1990-11-28,105,-681.01,-4118.19
1991-04-16,101,-417.98,-2775.32
1991-04-16,102,-820.18,-471.24
1991-04-16,103,-154.79,-2337.21
1991-04-16,104,-78.37,-1753.41
1991-04-16,105,-719.5,-1104.49
1992-01-16,101,144.86,-4285.61
1992-01-16,102,-390.47,3592.16
1992-01-16,103,422.79,3531.37
1992-01-16,104,352.71,-1643.6
1992-01-16,105,-473.31,2358.21
1992-07-13,101,-539.35,3384.88
1992-07-13,102,537.91,1251.09
1992-07-13,103,617.63,1635.83
1992-07-13,104,-308.47,453.11
1992-07-13,105,-188.77,4509.57
1992-12-15,101,-664.33,4174.9
1992-12-15,102,595.8,-2950.22
1992-12-15,103,833.1,-1179.82
1992-12-15,104,151.4,2784.76
1992-12-15,105,-268.51,-907.71
1993-02-04,101,642.46,3620.56
1993-02-04,102,513.44,-2968.89
1993-02-04,103,783.29,-1706.43
1993-02-04,104,-949.52,1139.43
1993-02-04,105,-22.85,3821.24
1993-02-10,101,-164.43,1481.05
1993-02-10,102,-233.49,-3128.64
1993-02-10,103,631.86,-2422.68
1993-02-10,104,-798.53,-3994.68
1993-02-10,105,-1.3,2742.55
1993-04-20,101,528.57,3744.1
1993-04-20,102,-567.71,-459.77
1993-04-20,103,12.03,1424.07
1993-04-20,104,-584.17,2942.47
1993-04-20,105,677.22,-3687.0
1993-05-06,101,-327.0,-1472.56
1993-05-06,102,704.3,3776.1
1993-05-06,103,-660.38,1108.24
1993-05-06,104,-732.58,-716.9
1993-05-06,105,969.84,-1159.22
1993-05-17,101,-530.72,822.57
1993-05-17,102,-422.58,-2117.0
1993-05-17,103,192.86,2862.86
1993-05-17,104,-970.93,-2786.22
1993-05-17,105,-873.92,-3680.39
1994-10-14,101,-125.45,-174.48
1994-10-14,102,923.11,-2001.35
1994-10-14,103,-967.76,1954.59
1994-10-14,104,-975.47,-1843.84
1994-10-14,105,-496.5,4882.57
1994-11-29,101,355.62,-4966.81
1994-11-29,102,-541.99,2440.7
1994-11-29,103,654.3,-809.26
1994-11-29,104,-293.98,-2692.78
1994-11-29,105,973.34,906.22
1995-02-16,101,553.19,584.52
1995-02-16,102,-654.95,-4333.32
1995-02-16,103,585.83,-1741.66
1995-02-16,104,325.51,-713.75
1995-02-16,105,-817.14,-2918.29
1995-06-23,101,-199.48,-3396.84
1995-06-23,102,108.13,-124.23
1995-06-23,103,850.37,-2204.28
1995-06-23,104,134.15,899.52
1995-06-23,105,-95.91,-3490.03
1995-08-15,101,288.53,-2165.37
1995-08-15,102,-480.39,-3801.26
1995-08-15,103,-721.96,-2198.3
1995-08-15,104,699.74,-1552.24
1995-08-15,105,105.4,281.4
1995-10-26,101,-536.68,1325.63
1995-10-26,102,907.9,2844.65
1995-10-26,103,873.17,588.59
1995-10-26,104,-705.67,-3237.96
1995-10-26,105,-320.84,1867.36
1997-02-24,101,651.42,-1528.99
1997-02-24,102,900.12,4109.24
1997-02-24,103,-679.64,4368.79
1997-02-24,104,-912.11,4109.03
1997-02-24,105,-861.14,1797.72
1997-03-24,101,946.25,1890.89
1997-03-24,102,-78.68,-3854.04
1997-03-24,103,-480.87,-4468.22
1997-03-24,104,807.99,1409.01
1997-03-24,105,-738.87,4078.98
1997-08-13,101,569.03,-2922.67
1997-08-13,102,531.81,-2616.63
1997-08-13,103,669.79,2695.89
1997-08-13,104,985.66,-3859.06
1997-08-13,105,-16.61,4200.41
1997-08-22,101,800.09,-3314.28
1997-08-22,102,-74.26,-4604.76
1997-08-22,103,-664.14,3011.39
1997-08-22,104,-773.84,3859.37
1997-08-22,105,-962.45,-168.63
1997-12-19,101,-382.43,-2888.17
1997-12-19,102,508.82,765.93
1997-12-19,103,-458.99,4733.09
1997-12-19,104,-104.36,-4860.28
1997-12-19,105,-292.6,3426.27
1998-02-18,101,-96.05,2649.27
1998-02-18,102,-968.4,-3245.73
1998-02-18,103,273.03,-1040.88
1998-02-18,104,-341.91,4316.41
1998-02-18,105,605.97,-2309.3
1998-05-08,101,399.43,-3578.16
1998-05-08,102,-812.81,-1726.14
1998-05-08,103,-170.05,2346.89
1998-05-08,104,-244.57,123.06
1998-05-08,105,374.67,-357.36
1998-11-25,101,144.45,3814.47
1998-11-25,102,561.23,3039.51
1998-11-25,103,774.39,1035.35
1998-11-25,104,813.72,-2549.75
1998-11-25,105,-279.06,-175.55
1999-06-16,101,-479.01,1830.38
1999-06-16,102,434.89,2960.02
1999-06-16,103,-409.39,-2209.17
1999-06-16,104,-779.8,314.47
1999-06-16,105,-867.32,-2056.27
1999-09-01,101,-215.18,-4642.7
1999-09-01,102,124.35,3543.28
1999-09-01,103,42.34,-2522.96
1999-09-01,104,802.81,-1105.76
1999-09-01,105,210.19,4405.45
1999-12-08,101,-272.25,-3062.8
1999-12-08,102,728.06,-605.93
1999-12-08,103,-633.55,946.27
1999-12-08,104,-709.58,-68.05
1999-12-08,105,637.32,1191.06
2000-07-25,101,669.06,1202.61
2000-07-25,102,-249.26,-4239.68
2000-07-25,103,-387.68,1343.12
2000-07-25,104,913.33,-294.93
2000-07-25,105,-787.57,-2460.01
2000-08-15,101,-260.49,1781.04
2000-08-15,102,-651.43,287.37
2000-08-15,103,87.37,-608.08
2000-08-15,104,-921.19,2931.36
2000-08-15,105,-207.02,-241.97
2000-12-19,101,-42.55,-1985.55
2000-12-19,102,278.48,-3830.59
2000-12-19,103,118.36,-2120.55
2000-12-19,104,-611.16,-786.84
2000-12-19,105,708.39,4071.27
2001-06-27,101,63.84,-2637.03
2001-06-27,102,758.17,-4279.58
2001-06-27,103,564.16,2144.58
2001-06-27,104,-139.22,4384.22
2001-06-27,105,-862.32,-2769.95
2001-07-10,101,600.96,-2616.97
2001-07-10,102,619.23,2137.59
2001-07-10,103,573.28,-957.51
2001-07-10,104,981.72,4271.75
2001-07-10,105,92.92,2223.62
2001-09-27,101,-532.36,-1792.11
2001-09-27,102,-311.9,-2034.53
2001-09-27,103,680.31,1072.79
2001-09-27,104,666.41,3162.54
2001-09-27,105,434.23,1384.63
2002-02-28,101,-98.27,-3381.36
2002-02-28,102,961.85,-4439.28
2002-02-28,103,-804.33,-3334.65
2002-02-28,104,-172.17,-363.41
2002-02-28,105,462.98,-545.46
2002-09-18,101,-403.22,2751.45
2002-09-18,102,51.52,-3995.83
2002-09-18,103,658.03,2745.58
2002-09-18,104,-806.93,1451.69
2002-09-18,105,972.47,-1853.75
2002-10-02,101,-477.23,-4890.94
2002-10-02,102,-783.27,-2001.52
2002-10-02,103,-568.73,1055.92
2002-10-02,104,937.09,2112.96
2002-10-02,105,-168.68,992.88
2002-10-28,101,-465.62,3170.12
2002-10-28,102,-250.58,-658.7
2002-10-28,103,-36.21,3223.15
2002-10-28,104,-159.33,4911.45
2002-10-28,105,-552.79,1106.36
2002-10-30,101,693.93,-517.34
2002-10-30,102,-976.75,2189.86
2002-10-30,103,-56.1,3516.99
2002-10-30,104,720.6,-3239.48
2002-10-30,105,589.35,3914.96
2002-10-31,101,236.43,3340.57
2002-10-31,102,225.0,-4112.3
2002-10-31,103,-677.66,4543.64
2002-10-31,104,413.29,-862.06
2002-10-31,105,-368.3,-1451.13
2003-05-23,101,250.77,2380.77
2003-05-23,102,462.23,-3778.52
2003-05-23,103,-617.07,-3797.04
2003-05-23,104,-923.9,1266.12
2003-05-23,105,989.09,3803.56
2003-06-18,101,578.34,-937.13
2003-06-18,102,264.89,-4059.2
2003-06-18,103,313.19,-1782.21
2003-06-18,104,78.27,-3429.95
2003-06-18,105,-315.17,2682.63
2003-08-04,101,-280.61,2760.8
2003-08-04,102,885.41,830.59
2003-08-04,103,980.59,-3052.19
2003-08-04,104,-746.89,3801.51
2003-08-04,105,-375.43,2744.4
2003-08-11,101,503.9,387.02
2003-08-11,102,-973.58,-3509.95
2003-08-11,103,580.16,-3156.77
2003-08-11,104,459.62,-2095.79
2003-08-11,105,-49.41,-1336.16
2004-07-19,101,7.45,-4099.78
2004-07-19,102,138.27,528.28
2004-07-19,103,-917.83,767.59
2004-07-19,104,950.82,-1236.46
